date,id,entry_number,name,country,biko,image_url,rank,point
2025-09-01,1499,39,たなみん,大阪府,田辺三菱製薬株式会社,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzNDcsInB1ciI6ImJsb2JfaWQifX0=--a7c115f6c8053a3de6ff8c71a2588a6e89bd1a12/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/%E2%91%A1%E5%AE%A3%E6%9D%90DSC08119r%EF%BC%88C51%20M6%20Y4%EF%BC%89%20-%20%E3%82%B3%E3%83%94%E3%83%BC%20-%20%E5%9D%82%E6%9C%AC%E7%9C%9F%E7%90%86.jpg,145,475
2025-09-01,3581,40,とらポン,静岡県,トランポリンパーク浜松,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDg0NDUsInB1ciI6ImJsb2JfaWQifX0=--b8c33db12f66dc7cd3f360075cc6d2c9f6844bc7/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%97%E3%82%B8%E3%83%A3%E3%83%B3%E3%83%97%E3%81%A8%E3%82%89%E3%83%9D%E3%83%B3.png,287,10
2025-09-01,4313,41,漁師小僧,兵庫県,香美町,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzMjMsInB1ciI6ImJsb2JfaWQifX0=--2fce5ca32abaa907ec569b93cdcc2334493000af/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJKUEciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--b8662dd8c808daa55f366dc144d39f1476d3800e/%E6%BC%81%E5%B8%AB%E5%B0%8F%E5%83%A7%E2%91%A0%20-%20%E4%B8%AD%E6%9D%91%E6%9F%8A%E5%A4%AA.JPG,157,382
2025-09-01,2009,42,ジオンくん,兵庫県,香美町観光商工課,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDYwMTksInB1ciI6ImJsb2JfaWQifX0=--45a582108e43087bfba9378414c3782007c4fc33/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00002242.jpg,271,23
2025-09-01,318,43,袋井市キャラクター「フッピー」,静岡県,袋井市,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDQzMjgsInB1ciI6ImJsb2JfaWQifX0=--cebc396d376eb4322364be332be5fc9593dea5af/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/huppi-.png,68,1450
2025-09-01,4171,44,みことちゃん,長崎県,新上五島町,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgxNTIsInB1ciI6ImJsb2JfaWQifX0=--103ead5e8b91ebe7df10a30325f34a93824a8cbb/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/%E3%81%BF%E3%81%93%E3%81%A8%E3%81%A1%E3%82%83%E3%82%93.jpg,270,24
2025-09-01,3104,45,あミ～ご,長崎県,新上五島町,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDcwODksInB1ciI6ImJsb2JfaWQifX0=--1fca4481ad02354831ab68c19cf0469e4e3138d4/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00003483.jpg,218,137
2025-09-01,3898,46,マシコット,栃木県,益子町,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDc4ODAsInB1ciI6ImJsb2JfaWQifX0=--89ee1214067f790bc848ea07862469e0df10ff48/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/00006492.png,260,40
2025-09-01,3946,47,めんかちゃん,奈良県,三笠,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzNTksInB1ciI6ImJsb2JfaWQifX0=--88ef612b111613b9a29f6d1afd28c2c02fc2e70b/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E3%82%81%E3%82%93%E3%81%8B%E3%81%A1%E3%82%83%E3%82%93%20%E5%8E%9F%E7%A8%BF_%E3%82%81%E3%82%93%E3%81%8B%E3%81%A1%E3%82%83%E3%82%93%20-01%20.png,183,264
2025-09-01,3935,48,ゆめぎんが★ウーたん,佐賀県,佐賀県立宇宙科学館,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDc5MTcsInB1ciI6ImJsb2JfaWQifX0=--9eed354a748d5ecc0ae7f049f4ccd009767ad84d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/00006531.png,243,72
2025-09-01,3951,49,坂井ほや丸,福井県,坂井市,https://www.yurugp.jp/vite/assets/rank3-Dbg4tpE5.png,3,28066
2025-09-01,4315,50,ちくわ サラ太,熊本県,株式会社ヒライ,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzODgsInB1ciI6ImJsb2JfaWQifX0=--2f938d8cf4bf5eaca9d7efd514963594b32d1499/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%92%E3%83%A9%E3%82%A4.png,15,10346
2025-09-01,951,51,たいみー,三重県,南伊勢町,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTgzNTcsInB1ciI6ImJsb2JfaWQifX0=--6ec11433848a4d7b08fe6f038b98bfe45ca5892d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/taimi1.png,50,3026
2025-09-01,4316,52,ミヤビン,大阪府,株式会社ミヤビ・コーポレーション,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDg1MDEsInB1ciI6ImJsb2JfaWQifX0=--84155c66cc66fd327315442125307ae665a6f625/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E3%83%9F%E3%83%A4%E3%83%93%E3%83%B3%E3%82%A2%E3%83%BC%E3%82%B7%E3%83%A3(%E3%82%86%E3%82%8B%E3%83%90%E3%83%BC%E3%82%B9%E3%83%97%E3%83%AD%E3%83%95%E7%94%A8)%E8%83%8C%E6%99%AF%E7%99%BD.png,190,229
2025-09-01,4317,53,たいがさん,東京都,株式会社エー・ティー・エックス,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzOTAsInB1ciI6ImJsb2JfaWQifX0=--8fd2a6fab352e3c878faf9397450a8b71bbd9e13/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A8%E3%83%BC%E3%83%BB%E3%83%86%E3%82%A3%E3%83%BC%E3%83%BB%E3%82%A8%E3%83%83%E3%82%AF%E3%82%B9.png,80,1218
2025-09-01,636,54,ハッピーこまちゃん,埼玉県,八潮市役所,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDQ2NDYsInB1ciI6ImJsb2JfaWQifX0=--10549f04757b20e311c48352ce21d8979e0d79c5/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00000684.jpg,198,186
2025-09-01,4318,55,レッサーくん,愛知県,岡崎市消防本部,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTM4NzgsInB1ciI6ImJsb2JfaWQifX0=--46420b4ea0408db6f8425c599e3d05ba9d55d50c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwicmVzaXplX3RvX2xpbWl0IjpbNDAwLDQwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--5b07557d7856e4d19c9463d62e3e3b6d8fb3c238/IMG_3257.jpeg,44,3342
2025-09-01,4319,56,北洋銀行アプリ先輩,北海道,株式会社 北洋銀行,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzOTIsInB1ciI6ImJsb2JfaWQifX0=--da580e66501be18dd2bed951ff35fa9c1e9544f5/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20%E5%8C%97%E6%B4%8B%E9%8A%80%E8%A1%8C.png,136,565
2025-09-01,4320,57,もなみん,北海道,藻南商店街振興組合,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzOTMsInB1ciI6ImJsb2JfaWQifX0=--08cceb6c37611c38ce30cfed9eb609b795901ff6/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E8%97%BB%E5%8D%97%E5%95%86%E5%BA%97%E8%A1%97%E6%8C%AF%E8%88%88%E7%B5%84%E5%90%88.png,285,11
2025-09-01,3953,58,テクのすけ,愛知県,デンソーテクノ,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTQwNTksInB1ciI6ImJsb2JfaWQifX0=--bd32a41284577a13da70b5ebda8f7502bc14870b/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E3%83%86%E3%82%AF%E3%81%AE%E3%81%99%E3%81%91_01.png,28,5816
2025-09-01,3854,59,わたぴー,長野県,綿半グループ,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzNzgsInB1ciI6ImJsb2JfaWQifX0=--1f9c782ff4bcf3cfbad167a667b833da34493484/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E3%82%8F%E3%81%9F%E3%81%B4%E3%83%BC.png,33,4793
2025-09-01,2785,60,メモたん,大阪府,一般社団法人メモリーズcompany,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTM5MjUsInB1ciI6ImJsb2JfaWQifX0=--32a03ff87250dc2a2fc6c6e7afa0ef492c7ed768/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E3%83%9E%E3%83%83%E3%82%AF%E3%82%B9%E3%80%90%E3%82%86%E3%82%8B%E3%82%AD%E3%83%A3%E3%83%A9%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%97%E3%83%AA%E3%80%91.png,146,465
2025-09-01,4321,61,つくしちゃん,福岡県,福岡県筑紫野市,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDg0ODcsInB1ciI6ImJsb2JfaWQifX0=--6a98a373c84bf743888965dcb57f3c400bec8337/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/%E3%81%A4%E3%81%8F%E3%81%97%E3%81%A1%E3%82%83%E3%82%93%E5%85%A8%E8%BA%AB.jpg,45,3292
2025-09-01,4091,62,サンちゃん　シーちゃん,三重県,スーパーサンシ株式会社,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgwNzIsInB1ciI6ImJsb2JfaWQifX0=--a875a53e8852e5ff1164395b608c427d7c889ad4/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/%E3%82%B5%E3%83%B3%E3%81%A1%E3%82%83%E3%82%93%E3%82%B7%E3%83%BC%E3%81%A1%E3%82%83%E3%82%93.jpg,13,12276
2025-09-01,4322,63,源流ポッチョン,宮城県,七ヶ宿町観光協会,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTM0MzYsInB1ciI6ImJsb2JfaWQifX0=--ad9344b6bf36f2492901af4d69861afca5afac05/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E5%AE%AE%E5%9F%8E%E7%9C%8C%E4%B8%83%E3%83%B6%E5%AE%BF%E7%94%BA.png,239,86
2025-09-01,3907,64,アニー,熊本県,熊本大学産業ナノマテリアル研究所 浪平・王研究室,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDc4ODksInB1ciI6ImJsb2JfaWQifX0=--a2e351910218415891b702825392e4f0009caf23/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/00006501.png,99,942
2025-09-01,3472,65,軍艦島のガンショーくん,長崎県,株式会社ユニバーサルワーカーズ,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDc0NTUsInB1ciI6ImJsb2JfaWQifX0=--69525457fcdce6c11b06c62c3665b658b7cfa6e0/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00003882.jpg,250,56
2025-09-01,3847,66,たたミンくん,京都府,西脇畳敷物店,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDc4MjksInB1ciI6ImJsb2JfaWQifX0=--943b09b6a5d149993987d3adf4e5fa651a191969/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00001574.jpg,261,39
2025-09-01,4396,67,みややん　と　みやもん,岐阜県,岐阜県高山市一之宮,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTMxNTQsInB1ciI6ImJsb2JfaWQifX0=--4f8a8bcd6f184d27e0f92a9becf4cc3292c31d2c/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwicmVzaXplX3RvX2xpbWl0IjpbNDAwLDQwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--5b07557d7856e4d19c9463d62e3e3b6d8fb3c238/%E5%B2%90%E9%98%9C%E7%9C%8C%E9%AB%98%E5%B1%B1%E5%B8%82%E4%B8%80%E4%B9%8B%E5%AE%AE.jpeg,276,15
2025-09-01,3853,68,しむかっぴー,北海道,占冠村ふるさと祭り実行委員会,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDc4MzUsInB1ciI6ImJsb2JfaWQifX0=--b94fe94a530160d9a9f255ad607d4e8164bcb16a/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00002210.jpg,223,115
2025-09-01,2025,69,とよのん,大阪府,豊能町,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDYwMzUsInB1ciI6ImJsb2JfaWQifX0=--1dbd9d4b450d2372483c9782b7900ce9b6891507/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00002260.jpg,140,524
2025-09-01,4323,70,スフィア,東京都,富士オフィス＆ライフサービス株式会社,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTMyMzIsInB1ciI6ImJsb2JfaWQifX0=--30d198f5b727ffcd462a7418254d1337e576e291/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E3%82%86%E3%82%8B%E3%83%90%E3%83%BC%E3%82%B9%E7%94%BB%E5%83%8F.png,93,1078
2025-09-01,2681,71,そお星人,鹿児島県,曽於市観光協会,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDg1MjQsInB1ciI6ImJsb2JfaWQifX0=--04f75965dea8e5dec9ef3007bff8a8ba08939298/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/IMG_3835-removebg-preview.png,255,46
2025-09-01,4109,72,REITO（レイト）,大阪府,ハイアール,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgwOTAsInB1ciI6ImJsb2JfaWQifX0=--aded817f929f376a7a38234b95623e9cb01ab195/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/reito_350dpi_final_white_back_250501.png,20,7434
2025-09-01,4324,73,いっずん,神奈川県,横浜市泉区,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzOTcsInB1ciI6ImJsb2JfaWQifX0=--90045f953f0964d2de2149acbdc9ac9b22f031cb/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E6%A8%AA%E6%B5%9C%E5%B8%82%E6%B3%89%E5%8C%BA.png,121,710
2025-09-01,2822,74,バッカちゃん,新潟県,株式会社　川内自動車,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDY4MjcsInB1ciI6ImJsb2JfaWQifX0=--a6fcca63306557ea5147567f44789a34c64dec10/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00003146.jpg,252,51
2025-09-01,3930,75,アピタン,愛知県,ユニー,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NTUwOTcsInB1ciI6ImJsb2JfaWQifX0=--5104d22cdf6459e8c869ba31f4de7793dec2180f/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/%E3%82%A2%E3%83%92%E3%82%9A%E3%82%BF%E3%83%B3_0001%20(2).jpg,6,21524
2025-09-01,2270,76,ひのじゃがくん,東京都,（一社）檜原村観光協会,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDYyODAsInB1ciI6ImJsb2JfaWQifX0=--d321046afcb0fc85bbf07ce52bebe1175ef23277/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00001321.jpg,49,3067
2025-09-01,1744,77,たかっき　はたっき,山形県,一般社団法人　高畠町観光協会,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDU3NTQsInB1ciI6ImJsb2JfaWQifX0=--a687058d643a44117274e5d84c2f82cdfdf880c2/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00001926.jpg,266,30
2025-09-01,4325,78,んみちゃん,東京都,株式会社TORIHADA,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDgzOTgsInB1ciI6ImJsb2JfaWQifX0=--85d929c85998ad35908ecb19f4bc67307b2a4028/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BETORIHADA.png,275,16
2025-09-01,4330,79,モハナくん,東京都,株式会社MOHANAK(モハナック),https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDg0NzEsInB1ciI6ImJsb2JfaWQifX0=--4ce19d2cdd6b090e777c12a616c4c90e5437b6b1/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJwbmciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--ec7b053d2ff6d48ed7cd0592d7a29adbd2668822/mohanakun_kigurumi-removebg-preview.png,230,104
2025-09-01,3149,80,カッキーくん,福岡県,香春町役場,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDcxMzMsInB1ciI6ImJsb2JfaWQifX0=--ff7b1e15f6a2526e2a146eba3df255e7db45089d/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGciLCJyZXNpemVfdG9fbGltaXQiOls0MDAsNDAwXX0sInB1ciI6InZhcmlhdGlvbiJ9fQ==--497501df8a7af5ff51029fe3c7021b9d1da0f9c9/00003513.jpg,261,39
2025-09-01,4326,81,しののめさん,広島県,東雲地区商店会,https://www.yurugp.jp/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsiZGF0YSI6NDg0NTEsInB1ciI6ImJsb2JfaWQifX0=--4b0b9d6f53e95d5bfd518e795631d0634d4fbe08/eyJfcmFpbHMiOnsiZGF0YSI6eyJmb3JtYXQiOiJqcGVnIiwicmVzaXplX3RvX2xpbWl0IjpbNDAwLDQwMF19LCJwdXIiOiJ2YXJpYXRpb24ifX0=--5b07557d7856e4d19c9463d62e3e3b6d8fb3c238/phonto.jpeg,119,715
